Event	ID	Name			Wwise Object Path	Notes
	177530825	Play_SFX_Leech			\Default Work Unit\Play_SFX_Leech	
	371496061	Play_SFX_GardenSnip			\Default Work Unit\Play_SFX_GardenSnip	
	395357022	Play_SFX_ButtonClick			\Default Work Unit\Play_SFX_ButtonClick	
	709050168	Play_SFX_LiquidPouring			\Default Work Unit\Play_SFX_LiquidPouring	
	723141557	Play_SFX_VillagerCured			\Default Work Unit\Play_SFX_VillagerCured	
	857508468	Play_SFX_VillagerGotSick			\Default Work Unit\Play_SFX_VillagerGotSick	
	1193561773	Play_Ambiances			\Default Work Unit\Play_Ambiances	
	1265037602	Play_SFX_Sniff			\Default Work Unit\Play_SFX_Sniff	
	1381239611	Play_SFX_DeathScream			\Default Work Unit\Play_SFX_DeathScream	
	2239798495	Play_SFX_Chicken			\Default Work Unit\Play_SFX_Chicken	
	2385941226	Play_Rats			\Default Work Unit\Play_Rats	
	2570041344	Play_MenuMusic			\Default Work Unit\Play_MenuMusic	
	2577559157	Play_SFX_BellRinging			\Default Work Unit\Play_SFX_BellRinging	
	2735935537	Pause_Music			\Default Work Unit\Pause_Music	
	2770409516	Play_SFX_DropObject			\Default Work Unit\Play_SFX_DropObject	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	2940177080	Resume_Music			\Default Work Unit\Resume_Music	
	3854155799	Play_Footsteps			\Default Work Unit\Play_Footsteps	
	3860455926	Play_PickUp			\Default Work Unit\Play_PickUp	
	3992128610	Play_SFX_VillagerHey			\Default Work Unit\Play_SFX_VillagerHey	
	4038676508	Play_SFX_FryingFood01			\Default Work Unit\Play_SFX_FryingFood01	
	4233537492	Play_SFX_Crafting			\Default Work Unit\Play_SFX_Crafting	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	7872265	SFX_Rat05	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Rat05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Rats\SFX_Rat05		78656
	60872316	SFX_VillagerHey04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey04		58564
	77792134	SFX_Chicken02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Chicken02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Chicken\SFX_Chicken02		121436
	95277433	SFX_Sniff02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff02		95708
	95563262	Heal04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal04		393388
	106889602	SFX_FryingFood01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_FryingFood01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_FryingFood01		242708
	250861023	SFX_Rat02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Rat02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Rats\SFX_Rat02		78532
	253411929	SFX_Chicken01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Chicken01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Chicken\SFX_Chicken01		99384
	284213057	SFX_VillagerHey01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey01		58556
	289082214	Heal07	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal07		393388
	297426163	SFX_Leech01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Leech01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Leech\SFX_Leech01		67932
	301483348	SFX_Leech02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Leech02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Leech\SFX_Leech02		70928
	316522876	SFX_Chicken05	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Chicken05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Chicken\SFX_Chicken05		198612
	333839857	Amb_Loop01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Amb_Loop01_5AD0E3EC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Amb_Loop01		2116960
	366272120	Heal05	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal05		393388
	392596253	SFX_VillagerHey08	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey08		62720
	392709983	SFX_Sniff04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff04		121432
	425236382	SFX_Rat04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Rat04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Rats\SFX_Rat04		77336
	428579636	SFX_DeathScream	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_DeathScream1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_DeathScream		540384
	439364061	SFX_DropObject	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_DropObject_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_DropObject		136132
	440753058	SFX_VillagerHey06	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey06		73348
	455298138	SFX_PickUp1	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_PickUpNew_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\PickUp\SFX_PickUp1		100856
	499401325	SFX_Leech03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Leech03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Leech\SFX_Leech03		49056
	504883863	FS_Dirt_04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\FS_Dirt_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\FS_Dirt_04		40366
	507247569	SFX_BellRinging	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_BellRinging_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_BellRinging		970360
	544028195	Heal03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal03		393388
	570606161	Heal12	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal12_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal12		393388
	586839752	SFX_Chicken04	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Chicken04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Chicken\SFX_Chicken04		84684
	614277753	Heal02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal02		393388
